"predictor_type","var1","var2","cramers_v","p_value","n_categories","n_valid_cases","var1_type","var2_type"
"interaction","lifestyle_typeTransport","lifestyle_goFishingFreq_factor",0.131258693425185,0.0257292257492924,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_goFishingFreq_numeric",0.131258693425185,0.0257292257492924,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_ownPet",0.13123644500436,0.00930886463968111,14,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_motorizedActFreq",0.131179986496243,0.026203744134108,15,1101,"ses","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_motorizedActFreq_factor",0.131179986496243,0.026203744134108,15,1101,"ses","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_motorizedActFreq_numeric",0.131179986496243,0.026203744134108,15,1101,"ses","lifestyle"
"interaction","lifestyle_consClothes","ses_income_3Cat",0.130717818145529,0.000814548204491119,12,1101,"lifestyle","ses"
"single","ses_genderFemale",NA,0.130710465280683,0.00208445423524147,2,1101,"ses",NA
"interaction","ses_genderFemale","lifestyle_goMuseumsFreq",0.13054732717147,2.729443029916e-05,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_goMuseumsFreq_factor",0.13054732717147,2.729443029916e-05,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_goMuseumsFreq_numeric",0.13054732717147,2.729443029916e-05,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_goHuntingFreq_bin",0.130527557460139,1.08894563792463e-06,4,1101,"ses","lifestyle"
"interaction","lifestyle_goFishingFreq","ses_income_3Cat",0.130484626394243,0.0307265923728017,15,1101,"lifestyle","ses"
"interaction","lifestyle_goFishingFreq_factor","ses_income_3Cat",0.130484626394243,0.0307265923728017,15,1101,"lifestyle","ses"
"interaction","lifestyle_goFishingFreq_numeric","ses_income_3Cat",0.130484626394243,0.0307265923728017,15,1101,"lifestyle","ses"
"interaction","lifestyle_numberTattoos","lifestyle_motorizedActFreq_bin",0.130289369218005,0.000937866213502098,12,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq","ses_educ_3Cat",0.130250666149374,0.032388456209255,15,1101,"lifestyle","ses"
"interaction","lifestyle_goFishingFreq_factor","ses_educ_3Cat",0.130250666149374,0.032388456209255,15,1101,"lifestyle","ses"
"interaction","lifestyle_goFishingFreq_numeric","ses_educ_3Cat",0.130250666149374,0.032388456209255,15,1101,"lifestyle","ses"
"interaction","lifestyle_goHuntingFreq_bin","ses_incomeCensus",0.130136915497173,0.0124067092946088,14,1101,"lifestyle","ses"
"interaction","lifestyle_goHuntingFreq","ses_educ_3Cat",0.130102690127421,0.0334778342022538,15,1101,"lifestyle","ses"
"interaction","lifestyle_goHuntingFreq_factor","ses_educ_3Cat",0.130102690127421,0.0334778342022538,15,1101,"lifestyle","ses"
"interaction","lifestyle_goHuntingFreq_numeric","ses_educ_3Cat",0.130102690127421,0.0334778342022538,15,1101,"lifestyle","ses"
"interaction","ses_genderFemale","lifestyle_favAlcool",0.130073945758959,3.29677449681746e-05,10,1101,"ses","lifestyle"
"interaction","lifestyle_hasTattoos","ses_incomeCensus",0.129962294512724,0.0129739401082743,14,1101,"lifestyle","ses"
"interaction","lifestyle_numberTattoos","ses_ethnicityWhite",0.129619567735059,0.00116565682776668,12,1101,"lifestyle","ses"
"interaction","ses_ethnicityWhite","ses_income",0.129522947058071,0.084751090406884,16,1101,"ses","ses"
"interaction","ses_ethnicityWB","lifestyle_consClothes",0.129234876966768,0.0013185509395241,12,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_typeTransport",0.129081140920023,1.49392209515276e-09,6,1101,"ses","lifestyle"
"interaction","lifestyle_ownPet_bin","ses_income",0.129004472446676,0.0932172582202071,16,1101,"lifestyle","ses"
"interaction","lifestyle_ownPet","lifestyle_goMuseumsFreq_bin",0.128929531498196,0.0168138443435134,14,1101,"lifestyle","lifestyle"
"interaction","ses_age_4Cat","lifestyle_goFishingFreq_bin",0.128702719332606,6.69457861481962e-07,8,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_volunteeringFreq_bin",0.128599282220553,2.064962715787e-06,4,1101,"ses","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_goMuseumsFreq",0.128245241596455,6.72811852963761e-05,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_goMuseumsFreq_factor",0.128245241596455,6.72811852963761e-05,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_goMuseumsFreq_numeric",0.128245241596455,6.72811852963761e-05,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_clothingStyleGroups","ses_income_3Cat",0.127943067381623,9.8979516273622e-06,9,1101,"lifestyle","ses"
"interaction","lifestyle_ownPet_bin","lifestyle_goMuseumsFreq",0.127914939766126,7.63233702968311e-05,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_goMuseumsFreq_factor",0.127914939766126,7.63233702968311e-05,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_goMuseumsFreq_numeric",0.127914939766126,7.63233702968311e-05,10,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_clothingStyleGroups",0.12764697018339,1.11966731132227e-05,9,1101,"ses","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","ses_incomeCensus",0.127631236372983,0.0230034281457046,14,1101,"lifestyle","ses"
"interaction","ses_ethnicityWhite","lifestyle_goHuntingFreq",0.127626709793171,8.5142608853804e-05,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_goHuntingFreq_factor",0.127626709793171,8.5142608853804e-05,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_goHuntingFreq_numeric",0.127626709793171,8.5142608853804e-05,10,1101,"ses","lifestyle"
"interaction","lifestyle_goMuseumsFreq","lifestyle_volunteeringFreq_bin",0.127608519346376,8.57303699883443e-05,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq_factor","lifestyle_volunteeringFreq_bin",0.127608519346376,8.57303699883443e-05,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq_numeric","lifestyle_volunteeringFreq_bin",0.127608519346376,8.57303699883443e-05,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_consClothes","ses_educ_3Cat",0.127604826939992,0.00219360897412463,12,1101,"lifestyle","ses"
"interaction","lifestyle_clothingStyleGroups","ses_educ_3Cat",0.127560091288559,1.1607672192539e-05,9,1101,"lifestyle","ses"
"interaction","lifestyle_smokeFreq","lifestyle_volunteeringFreq_bin",0.127306101616286,0.0248277877131833,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_smokeFreq","lifestyle_goHuntingFreq_bin",0.127303354014831,0.0248437135018839,14,1101,"lifestyle","lifestyle"
"interaction","ses_immigrant","lifestyle_hasTattoos",0.127220340110221,3.23377971874952e-06,4,1101,"ses","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_motorizedActFreq",0.127035857973184,0.0638048821819335,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_motorizedActFreq_factor",0.127035857973184,0.0638048821819335,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_motorizedActFreq_numeric",0.127035857973184,0.0638048821819335,15,1101,"lifestyle","lifestyle"
"interaction","ses_age_4Cat","ses_genderFemale",0.127009627064147,1.44384158907701e-06,8,1101,"ses","ses"
"interaction","lifestyle_numberTattoos","lifestyle_volunteeringFreq_bin",0.126967284740171,0.00266126195238883,12,1101,"lifestyle","lifestyle"
"interaction","ses_incomeCensus","lifestyle_motorizedActFreq_bin",0.126773167569975,0.0280833728576593,14,1101,"ses","lifestyle"
"interaction","lifestyle_volunteeringFreq_bin","ses_incomeCensus",0.126758789450783,0.0281759703402908,14,1101,"lifestyle","ses"
"interaction","ses_age_4Cat","lifestyle_goHuntingFreq_bin",0.126729811772124,1.63610795482798e-06,8,1101,"ses","lifestyle"
"interaction","ses_age_4Cat","lifestyle_ownPet_bin",0.126685277673503,1.66889870159399e-06,8,1101,"ses","lifestyle"
"interaction","lifestyle_numberTattoos","lifestyle_ownPet_bin",0.126483666339206,0.00307468949185183,12,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_smokeFreq",0.126408337951778,0.0305137558944133,14,1101,"lifestyle","lifestyle"
"interaction","ses_immigrant","ses_age_4Cat",0.12632882044901,1.95516317899277e-06,8,1101,"ses","ses"
"interaction","ses_genderFemale","ses_income",0.126267068400751,0.148622884700916,16,1101,"ses","ses"
"interaction","lifestyle_hasTattoos","ses_ethnicityWhite",0.126102698451022,4.6257197681939e-06,4,1101,"lifestyle","ses"
"interaction","ses_ethnicityWB","ses_educ_5Cat",0.125983106036929,0.0782099111143352,15,1101,"ses","ses"
"interaction","lifestyle_clothingStyleGroups","lifestyle_goFishingFreq_bin",0.125923374305413,7.87823353004034e-09,6,1101,"lifestyle","lifestyle"
"interaction","lifestyle_favAlcool","lifestyle_goMuseumsFreq_bin",0.125716160046982,0.000172930273307212,10,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_ownPet_bin",0.125640010878671,9.11566556387747e-09,6,1101,"ses","lifestyle"
"interaction","lifestyle_smokeFreq","lifestyle_ownPet_bin",0.125522083290441,0.0371603158709746,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq","ses_income_3Cat",0.125321462851493,0.08847320042682,15,1101,"lifestyle","ses"
"interaction","lifestyle_goHuntingFreq_factor","ses_income_3Cat",0.125321462851493,0.08847320042682,15,1101,"lifestyle","ses"
"interaction","lifestyle_goHuntingFreq_numeric","ses_income_3Cat",0.125321462851493,0.08847320042682,15,1101,"lifestyle","ses"
"interaction","lifestyle_hasTattoos","lifestyle_goFishingFreq",0.125310178117497,0.000200297637618109,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_goFishingFreq_factor",0.125310178117497,0.000200297637618109,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_goFishingFreq_numeric",0.125310178117497,0.000200297637618109,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","ses_educ_5Cat",0.125280366723725,0.000202459934888107,10,1101,"lifestyle","ses"
"interaction","lifestyle_favAlcool","lifestyle_motorizedActFreq_bin",0.125117184493553,0.000214689968877804,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq","lifestyle_motorizedActFreq_bin",0.124762750979422,0.0002436848029606,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq_factor","lifestyle_motorizedActFreq_bin",0.124762750979422,0.0002436848029606,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq_numeric","lifestyle_motorizedActFreq_bin",0.124762750979422,0.0002436848029606,10,1101,"lifestyle","lifestyle"
"interaction","ses_immigrant","ses_ethnicityWhite",0.124534878965506,7.57902340823524e-06,4,1101,"ses","ses"
"interaction","lifestyle_numberTattoos","ses_genderFemale",0.1241032611259,0.00608826238537079,12,1101,"lifestyle","ses"
"interaction","ses_educ_3Cat","lifestyle_motorizedActFreq",0.124026642855369,0.111463286277887,15,1101,"ses","lifestyle"
"interaction","ses_educ_3Cat","lifestyle_motorizedActFreq_factor",0.124026642855369,0.111463286277887,15,1101,"ses","lifestyle"
"interaction","ses_educ_3Cat","lifestyle_motorizedActFreq_numeric",0.124026642855369,0.111463286277887,15,1101,"ses","lifestyle"
"interaction","ses_immigrant","ses_educ_5Cat",0.123660038226225,0.000359149654630789,10,1101,"ses","ses"
"single","ses_age_4Cat",NA,0.123646581022876,9.98177613853246e-06,4,1101,"ses",NA
"interaction","ses_ethnicityWhite","lifestyle_goFishingFreq",0.123335706264207,0.00040182266037367,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_goFishingFreq_factor",0.123335706264207,0.00040182266037367,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_goFishingFreq_numeric",0.123335706264207,0.00040182266037367,10,1101,"ses","lifestyle"
"interaction","ses_age_4Cat","ses_ethnicityWB",0.12307236830186,0.00806839806422252,12,1101,"ses","ses"
"interaction","lifestyle_smokeFreq","lifestyle_goFishingFreq_bin",0.122963027228455,0.0633116769156925,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_volunteeringFreq",0.122743775954739,0.000492154779743043,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_volunteeringFreq_factor",0.122743775954739,0.000492154779743043,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_volunteeringFreq_numeric",0.122743775954739,0.000492154779743043,10,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWhite","ses_genderFemale",0.122400494153202,1.46100119377687e-05,4,1101,"ses","ses"
"interaction","lifestyle_hasTattoos","ses_educ_5Cat",0.122158996922697,0.000599700370102168,10,1101,"lifestyle","ses"
"single","ses_dwelling",NA,0.121932963743834,0.00299775945451983,11,1101,"ses",NA
"interaction","ses_ethnicityWhite","ses_incomeCensus",0.121893200918751,0.0778625368178106,14,1101,"ses","ses"
"interaction","lifestyle_goFishingFreq","lifestyle_volunteeringFreq_bin",0.121784855119928,0.000679577258143508,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_factor","lifestyle_volunteeringFreq_bin",0.121784855119928,0.000679577258143508,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_numeric","lifestyle_volunteeringFreq_bin",0.121784855119928,0.000679577258143508,10,1101,"lifestyle","lifestyle"
"interaction","ses_genderFemale","lifestyle_goFishingFreq_bin",0.121583078092623,1.86940246531192e-05,4,1101,"ses","lifestyle"
"interaction","ses_immigrant","ses_genderFemale",0.121271422850806,2.052154413355e-05,4,1101,"ses","ses"
"interaction","ses_immigrant","lifestyle_goHuntingFreq",0.121116985966772,0.000847205853142411,10,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_goHuntingFreq_factor",0.121116985966772,0.000847205853142411,10,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_goHuntingFreq_numeric",0.121116985966772,0.000847205853142411,10,1101,"ses","lifestyle"
"interaction","lifestyle_volunteeringFreq","lifestyle_motorizedActFreq_bin",0.120847275181345,0.000925176478807657,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_volunteeringFreq_factor","lifestyle_motorizedActFreq_bin",0.120847275181345,0.000925176478807657,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_volunteeringFreq_numeric","lifestyle_motorizedActFreq_bin",0.120847275181345,0.000925176478807657,10,1101,"lifestyle","lifestyle"
"interaction","ses_immigrant","lifestyle_volunteeringFreq",0.120760936393322,0.000951506771064834,10,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_volunteeringFreq_factor",0.120760936393322,0.000951506771064834,10,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_volunteeringFreq_numeric",0.120760936393322,0.000951506771064834,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_typeTransport",0.120725743233017,0.000165420546047198,9,1101,"ses","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_goFishingFreq_bin",0.120585832217651,2.51604943887721e-05,4,1101,"lifestyle","lifestyle"
"single","lifestyle_favAlcool",NA,0.120425984896635,1.7652183152717e-06,5,1101,"lifestyle",NA
"interaction","lifestyle_goMuseumsFreq_bin","ses_income",0.120203262881956,0.3380747709413,16,1101,"lifestyle","ses"
"interaction","ses_genderFemale","lifestyle_goFishingFreq",0.119889784914281,0.00125879085346577,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_goFishingFreq_factor",0.119889784914281,0.00125879085346577,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_goFishingFreq_numeric",0.119889784914281,0.00125879085346577,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_volunteeringFreq",0.119795270529419,0.00129713083403188,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_volunteeringFreq_factor",0.119795270529419,0.00129713083403188,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_volunteeringFreq_numeric",0.119795270529419,0.00129713083403188,10,1101,"ses","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_volunteeringFreq_bin",0.119648363316133,3.31442344075538e-05,4,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_goHuntingFreq",0.119628827420505,0.00136727533102125,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_goHuntingFreq_factor",0.119628827420505,0.00136727533102125,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_goHuntingFreq_numeric",0.119628827420505,0.00136727533102125,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_consClothes",0.119283715679381,0.0210855661911716,12,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","ses_incomeCensus",0.118813076579672,0.134119107865929,14,1101,"lifestyle","ses"
"interaction","lifestyle_ownPet_bin","lifestyle_goHuntingFreq_bin",0.11862927396133,4.45411222381849e-05,4,1101,"lifestyle","lifestyle"
"interaction","ses_age_4Cat","lifestyle_motorizedActFreq_bin",0.118533101485327,4.93318793435134e-05,8,1101,"ses","lifestyle"
"interaction","lifestyle_volunteeringFreq_bin","lifestyle_motorizedActFreq",0.118486080767186,0.00195129225390864,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_volunteeringFreq_bin","lifestyle_motorizedActFreq_factor",0.118486080767186,0.00195129225390864,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_volunteeringFreq_bin","lifestyle_motorizedActFreq_numeric",0.118486080767186,0.00195129225390864,10,1101,"lifestyle","lifestyle"
"interaction","ses_genderFemale","lifestyle_ownPet_bin",0.11835793926441,4.81533505649171e-05,4,1101,"ses","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_goHuntingFreq_bin",0.118179578517764,3.48245132673496e-07,6,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_goHuntingFreq_bin",0.118114003224716,3.58964130473725e-07,6,1101,"ses","lifestyle"
"interaction","ses_genderFemale","ses_incomeCensus",0.118085399630057,0.150815776951672,14,1101,"ses","ses"
"interaction","lifestyle_smokeFreq","lifestyle_motorizedActFreq_bin",0.118082674399869,0.150880865272995,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_numberTattoos","lifestyle_goMuseumsFreq_bin",0.118066993718692,0.0280029844278994,12,1101,"lifestyle","lifestyle"
"single","lifestyle_volunteeringFreq_bin",NA,0.117976822778212,0.00906290320103106,2,1101,"lifestyle",NA
"interaction","lifestyle_goHuntingFreq_bin","ses_educ_5Cat",0.117551422645608,0.00259014395543683,10,1101,"lifestyle","ses"
"interaction","lifestyle_hasTattoos","ses_genderFemale",0.116758039364236,7.57989073582832e-05,4,1101,"lifestyle","ses"
"interaction","lifestyle_typeTransport","ses_educ_3Cat",0.116749797669728,0.000658328237881005,9,1101,"lifestyle","ses"
"interaction","lifestyle_hasTattoos","lifestyle_volunteeringFreq",0.116739528391786,0.00329402931935874,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_volunteeringFreq_factor",0.116739528391786,0.00329402931935874,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_volunteeringFreq_numeric",0.116739528391786,0.00329402931935874,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_consClothes","lifestyle_goFishingFreq_bin",0.11668422591231,9.92658683260871e-05,8,1101,"lifestyle","lifestyle"
"interaction","ses_age_4Cat","lifestyle_hasTattoos",0.116544105653161,0.000104558504475189,8,1101,"ses","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_ownPet_bin",0.116379506744449,7.91724803858016e-07,6,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_goFishingFreq_bin",0.116244901085896,8.41108557754915e-07,6,1101,"ses","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_volunteeringFreq_bin",0.115982872516383,9.40800432513504e-05,4,1101,"lifestyle","lifestyle"
"single","lifestyle_eatMeatFreq",NA,0.115624931715478,1.57580676856064e-05,7,1101,"lifestyle",NA
"interaction","ses_immigrant","lifestyle_typeTransport",0.115134805244256,1.37868603113023e-06,6,1101,"ses","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_volunteeringFreq",0.115081105529623,0.00529561717444799,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_volunteeringFreq_factor",0.115081105529623,0.00529561717444799,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_volunteeringFreq_numeric",0.115081105529623,0.00529561717444799,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_volunteeringFreq_bin",0.11497789386549,0.000124039904687712,4,1101,"lifestyle","lifestyle"
"interaction","ses_immigrant","lifestyle_motorizedActFreq_bin",0.114913372120004,0.000126243311585894,4,1101,"ses","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_goFishingFreq_bin",0.114610992135729,0.000137071405492307,4,1101,"lifestyle","lifestyle"
"interaction","lifestyle_typeTransport","ses_income_3Cat",0.114378735229729,0.00141531033662884,9,1101,"lifestyle","ses"
"interaction","lifestyle_consClothes","lifestyle_goHuntingFreq_bin",0.114344843256928,0.000231743857650889,8,1101,"lifestyle","lifestyle"
"single","ses_ethnicityWB",NA,0.114211882513256,0.00138102564002716,3,1101,"ses",NA
"interaction","lifestyle_hasTattoos","lifestyle_ownPet_bin",0.113933171011221,0.00016461396222167,4,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_motorizedActFreq",0.113900590954883,0.00732639928360445,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_motorizedActFreq_factor",0.113900590954883,0.00732639928360445,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_motorizedActFreq_numeric",0.113900590954883,0.00732639928360445,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq_bin","ses_incomeCensus",0.11389420000355,0.273328232421887,14,1101,"lifestyle","ses"
"interaction","lifestyle_ownPet_bin","lifestyle_goFishingFreq",0.113693457207514,0.00774689982078172,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_goFishingFreq_factor",0.113693457207514,0.00774689982078172,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_goFishingFreq_numeric",0.113693457207514,0.00774689982078172,10,1101,"lifestyle","lifestyle"
"interaction","ses_genderFemale","lifestyle_volunteeringFreq_bin",0.113471915454425,0.000186256206018749,4,1101,"ses","lifestyle"
"interaction","ses_age_4Cat","lifestyle_volunteeringFreq_bin",0.113355005634238,0.000327631414468774,8,1101,"ses","lifestyle"
"interaction","lifestyle_goMuseumsFreq_bin","lifestyle_volunteeringFreq",0.113005363556457,0.00930198286831215,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq_bin","lifestyle_volunteeringFreq_factor",0.113005363556457,0.00930198286831215,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq_bin","lifestyle_volunteeringFreq_numeric",0.113005363556457,0.00930198286831215,10,1101,"lifestyle","lifestyle"
"interaction","ses_educ_3Cat","ses_income_3Cat",0.112843791852214,0.00226927608106236,9,1101,"ses","ses"
"interaction","ses_immigrant","lifestyle_motorizedActFreq",0.112738237713781,0.00997643197247552,10,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_motorizedActFreq_factor",0.112738237713781,0.00997643197247552,10,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_motorizedActFreq_numeric",0.112738237713781,0.00997643197247552,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_goHuntingFreq",0.112681883461429,0.0101241106210758,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_goHuntingFreq_factor",0.112681883461429,0.0101241106210758,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_goHuntingFreq_numeric",0.112681883461429,0.0101241106210758,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_clothingStyleGroups",0.112602599497834,4.12042544049326e-06,6,1101,"ses","lifestyle"
"interaction","lifestyle_volunteeringFreq_bin","ses_educ_5Cat",0.112518839770564,0.0105622897511092,10,1101,"lifestyle","ses"
"single","lifestyle_typeTransport",NA,0.112466422054552,0.00190608968117968,3,1101,"lifestyle",NA
"interaction","ses_genderFemale","lifestyle_consClothes",0.112016337942498,0.000517140571761924,8,1101,"ses","lifestyle"
"single","ses_income_3Cat",NA,0.111939995726938,0.00209727904569012,3,1101,"ses",NA
"interaction","ses_ethnicity","lifestyle_goMuseumsFreq_bin",0.111852386206981,0.347759462835436,14,1101,"ses","lifestyle"
"interaction","ses_ethnicityWB","ses_income_3Cat",0.11171483280942,0.00317378809320186,9,1101,"ses","ses"
"interaction","ses_genderFemale","lifestyle_goHuntingFreq_bin",0.111670065008464,0.000299238938587885,4,1101,"ses","lifestyle"
"interaction","lifestyle_hasTattoos","ses_ethnicityWB",0.111229499932272,7.32064721270999e-06,6,1101,"lifestyle","ses"
"interaction","ses_ethnicityWB","ses_educ_3Cat",0.11092682677396,0.00398743523005488,9,1101,"ses","ses"
"interaction","ses_ethnicityWhite","lifestyle_volunteeringFreq",0.11083675704449,0.0161512827567269,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_volunteeringFreq_factor",0.11083675704449,0.0161512827567269,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_volunteeringFreq_numeric",0.11083675704449,0.0161512827567269,10,1101,"ses","lifestyle"
"single","lifestyle_goMuseumsFreq",NA,0.110745573693137,5.7587169082301e-05,5,1101,"lifestyle",NA
"single","lifestyle_goMuseumsFreq_factor",NA,0.110745573693137,5.7587169082301e-05,5,1101,"lifestyle",NA
"single","lifestyle_goMuseumsFreq_numeric",NA,0.110745573693137,5.7587169082301e-05,5,1101,"lifestyle",NA
"interaction","ses_ethnicityWhite","lifestyle_motorizedActFreq",0.110608792088382,0.0170784199075911,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_motorizedActFreq_factor",0.110608792088382,0.0170784199075911,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_motorizedActFreq_numeric",0.110608792088382,0.0170784199075911,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_clothingStyleGroups",0.110550975379846,9.67720838396384e-06,6,1101,"ses","lifestyle"
"interaction","ses_immigrant","ses_income_3Cat",0.110544264248361,9.70379833510967e-06,6,1101,"ses","ses"
"interaction","lifestyle_hasTattoos","lifestyle_consClothes",0.110381831662545,0.000886298958132188,8,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_motorizedActFreq_bin",0.110210488124749,0.000435051365538772,4,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_clothingStyleGroups",0.110121872352515,1.15256164383273e-05,6,1101,"lifestyle","lifestyle"
